season,castaway_id,castaway,result,result_number,jury,finalist,winner,original_tribe
23.0,US0277,Coach,Runner-up,2.0,False,True,False,Upolu
23.0,US0353,Sophie,Sole Survivor,1.0,False,True,True,Upolu
24.0,US0354,Kourtney,Medically evacuated,18.0,False,False,False,Salani
24.0,US0355,Nina,1st voted out,17.0,False,False,False,Salani
24.0,US0356,Matt,2nd voted out,16.0,False,False,False,Manono
24.0,US0357,Bill,3rd voted out,15.0,False,False,False,Manono
24.0,US0358,Monica,4th voted out,14.0,False,False,False,Salani
24.0,US0359,Colton,Medically evacuated,13.0,False,False,False,Manono
24.0,US0360,Jonas,5th voted out,12.0,True,False,False,Manono
24.0,US0361,Michael,6th voted out,11.0,True,False,False,Manono
24.0,US0362,Jay,7th voted out,10.0,True,False,False,Manono
24.0,US0363,Leif,8th voted out,9.0,True,False,False,Manono
24.0,US0364,Troyzan,9th voted out,8.0,True,False,False,Manono
24.0,US0365,Kat,10th voted out,7.0,True,False,False,Salani
24.0,US0366,Tarzan,11th voted out,6.0,True,False,False,Manono
24.0,US0367,Alicia,12th voted out,5.0,True,False,False,Salani
24.0,US0368,Christina,13th voted out,4.0,True,False,False,Salani
24.0,US0369,Chelsea,2nd runner-up,3.0,False,True,False,Salani
24.0,US0370,Sabrina,Runner-up,2.0,False,True,False,Salani
24.0,US0371,Kim,Sole Survivor,1.0,False,True,True,Salani
25.0,US0372,Zane,1st voted out,18.0,False,False,False,Matsing
25.0,US0373,Roxy,2nd voted out,17.0,False,False,False,Matsing
25.0,US0374,Angie,3rd voted out,16.0,False,False,False,Matsing
25.0,US0288,Russell,4th voted out,15.0,False,False,False,Matsing
25.0,US0375,Dana,Quit,14.0,False,False,False,Kalabaw
25.0,US0376,Dawson,5th voted out,13.0,False,False,False,Kalabaw
25.0,US0377,Katie,6th voted out,12.0,False,False,False,Kalabaw
25.0,US0378,RC,7th voted out,11.0,True,False,False,Tandang
25.0,US0379,Jeff,8th voted out,10.0,True,False,False,Kalabaw
25.0,US0380,Artis,9th voted out,9.0,True,False,False,Tandang
25.0,US0381,Pete,10th voted out,8.0,True,False,False,Tandang
25.0,US0196,Jonathan,11th voted out,7.0,True,False,False,Kalabaw
25.0,US0382,Carter,12th voted out,6.0,True,False,False,Kalabaw
25.0,US0383,Abi-Maria,13th voted out,5.0,True,False,False,Tandang
25.0,US0384,Malcolm,14th voted out,4.0,True,False,False,Matsing
25.0,US0385,Lisa,Runner-up,3.0,False,True,False,Tandang
25.0,US0022,Michael,Runner-up,2.0,False,True,False,Tandang
25.0,US0386,Denise,Sole Survivor,1.0,False,True,True,Matsing
26.0,US0322,Francesca,1st voted out,20.0,False,False,False,Bikal
26.0,US0387,Allie,2nd voted out,19.0,False,False,False,Gota
26.0,US0388,Hope,3rd voted out,18.0,False,False,False,Gota
26.0,US0389,Shamar,Medically evacuated,17.0,False,False,False,Gota
26.0,US0390,Laura,4th voted out,16.0,False,False,False,Gota
26.0,US0350,Brandon,5th voted out,15.0,False,False,False,Bikal
26.0,US0391,Matt,6th voted out,14.0,False,False,False,Gota
26.0,US0392,Julia,7th voted out,13.0,False,False,False,Gota
26.0,US0259,Corinne,8th voted out,12.0,False,False,False,Bikal
26.0,US0393,Michael,9th voted out,11.0,True,False,False,Gota
26.0,US0337,Phillip,10th voted out,10.0,True,False,False,Bikal
26.0,US0384,Malcolm,11th voted out,9.0,True,False,False,Bikal
26.0,US0394,Reynold,12th voted out,8.0,True,False,False,Gota
26.0,US0333,Andrea,13th voted out,7.0,True,False,False,Bikal
26.0,US0312,Brenda,14th voted out,6.0,True,False,False,Bikal
26.0,US0246,Erik,Medically evacuated,5.0,True,False,False,Bikal
26.0,US0395,Eddie,15th voted out,4.0,True,False,False,Gota
26.0,US0396,Sherri,Runner-up,3.0,False,True,False,Gota
26.0,US0346,Dawn,Runner-up,2.0,False,True,False,Bikal
26.0,US0348,Cochran,Sole Survivor,1.0,False,True,True,Bikal
27.0,US0397,Laura B.,1st voted out,,False,False,False,Tadhana
27.0,US0195,Candice,2nd voted out,20.0,False,False,False,Galang
27.0,US0107,Rupert,Switched,19.0,False,False,False,Galang
27.0,US0398,Marissa,3rd voted out,18.0,False,False,False,Tadhana
27.0,US0399,Rachel,4th voted out,17.0,False,False,False,Tadhana
27.0,US0359,Colton,Quit,16.0,False,False,False,Galang
27.0,US0400,John,5th voted out,15.0,False,False,False,Tadhana
27.0,US0401,Brad,6th voted out,14.0,False,False,False,Tadhana
27.0,US0292,Laura M.,7th voted out,,False,False,False,Galang
27.0,US0365,Kat,8th voted out,13.0,False,False,False,Galang
27.0,US0182,Aras,10th voted out,11.0,True,False,False,Galang
27.0,US0402,Vytas,11th voted out,10.0,True,False,False,Tadhana
27.0,US0032,Tina,12th voted out,,False,False,False,Galang
27.0,US0403,Caleb,14th voted out,8.0,True,False,False,Tadhana
27.0,US0404,Katie,Eliminated,7.0,True,False,False,Tadhana
27.0,US0405,Hayden,15th voted out,6.0,True,False,False,Tadhana
27.0,US0406,Ciera,16th voted out,5.0,True,False,False,Tadhana
27.0,US0010,Gervase,2nd runner-up,3.0,False,True,False,Galang
27.0,US0358,Monica,Runner-up,2.0,False,True,False,Galang
27.0,US0274,Tyson,Sole Survivor,1.0,False,True,True,Galang
28.0,US0407,David,1st voted out,18.0,False,False,False,Luzon
28.0,US0408,Garrett,2nd voted out,17.0,False,False,False,Luzon
28.0,US0409,Brice,3rd voted out,16.0,False,False,False,Solana
28.0,US0410,J'Tia,4th voted out,15.0,False,False,False,Luzon
28.0,US0411,Cliff,5th voted out,14.0,False,False,False,Aparri
28.0,US0412,Lindsey,Quit,13.0,False,False,False,Aparri
28.0,US0413,Alexis,6th voted out,12.0,False,False,False,Solana
28.0,US0414,Sarah,7th voted out,11.0,True,False,False,Aparri
28.0,US0415,Morgan,8th voted out,10.0,True,False,False,Solana
28.0,US0416,LJ,9th voted out,9.0,True,False,False,Solana
28.0,US0417,Jeremiah,10th voted out,8.0,True,False,False,Solana
28.0,US0418,Jefra,11th voted out,7.0,True,False,False,Solana
28.0,US0419,Tasha,12th voted out,6.0,True,False,False,Luzon
28.0,US0420,Trish,13th voted out,5.0,True,False,False,Aparri
28.0,US0421,Spencer,14th voted out,4.0,True,False,False,Luzon
28.0,US0422,Kass,15th voted out,3.0,True,False,False,Luzon
28.0,US0423,Woo,Runner-up,2.0,False,True,False,Aparri
28.0,US0424,Tony,Sole Survivor,1.0,False,True,True,Aparri
29.0,US0425,Nadiya,1st voted out,18.0,False,False,False,Coyopa
29.0,US0426,Val,2nd voted out,17.0,False,False,False,Coyopa
29.0,US0427,John,3rd voted out,16.0,False,False,False,Coyopa
29.0,US0428,Drew,4th voted out,15.0,False,False,False,Hunahpu
29.0,US0429,Kelley,5th voted out,14.0,False,False,False,Hunahpu
29.0,US0430,Dale,6th voted out,13.0,False,False,False,Coyopa
29.0,US0431,Julie,Quit,12.0,False,False,False,Hunahpu
29.0,US0432,Josh,7th voted out,11.0,True,False,False,Coyopa
29.0,US0433,Jeremy,8th voted out,10.0,True,False,False,Hunahpu
29.0,US0434,Wes,9th voted out,9.0,True,False,False,Coyopa
29.0,US0435,Reed,10th voted out,8.0,True,False,False,Hunahpu
29.0,US0436,Alec,11th voted out,7.0,True,False,False,Coyopa
29.0,US0437,Jon,12th voted out,6.0,True,False,False,Hunahpu
29.0,US0438,Baylor,13th voted out,5.0,True,False,False,Coyopa
29.0,US0439,Keith,14th voted out,4.0,True,False,False,Hunahpu
29.0,US0440,Missy,2nd runner-up,3.0,False,True,False,Hunahpu
29.0,US0441,Jaclyn,Runner-up,2.0,False,True,False,Coyopa
29.0,US0442,Natalie,Sole Survivor,1.0,False,True,True,Hunahpu
30.0,US0443,So,1st voted out,18.0,False,False,False,Masaya
30.0,US0444,Vince,2nd voted out,17.0,False,False,False,Nagarote
30.0,US0445,Nina,3rd voted out,16.0,False,False,False,Nagarote
30.0,US0446,Lindsey,4th voted out,15.0,False,False,False,Escameca
30.0,US0447,Max,5th voted out,14.0,False,False,False,Masaya
30.0,US0448,Joaquin,6th voted out,13.0,False,False,False,Masaya
30.0,US0449,Kelly,7th voted out,12.0,False,False,False,Escameca
30.0,US0450,Hali,8th voted out,11.0,True,False,False,Nagarote
30.0,US0451,Joe,9th voted out,10.0,True,False,False,Nagarote
30.0,US0452,Jenn,10th voted out,9.0,True,False,False,Nagarote
30.0,US0453,Shirin,11th voted out,8.0,True,False,False,Masaya
30.0,US0454,Tyler,12th voted out,7.0,True,False,False,Masaya
30.0,US0455,Dan,13th voted out,6.0,True,False,False,Escameca
30.0,US0456,Sierra,14th voted out,5.0,True,False,False,Escameca
30.0,US0457,Rodney,Lost fire challenge,4.0,True,False,False,Escameca
30.0,US0458,Will,Runner-up,3.0,False,True,False,Nagarote
30.0,US0459,Carolyn,Runner-up,2.0,False,True,False,Masaya
30.0,US0460,Mike,Sole Survivor,1.0,False,True,True,Escameca
31.0,US0402,Vytas,1st voted out,20.0,False,False,False,Ta Keo
31.0,US0453,Shirin,2nd voted out,19.0,False,False,False,Ta Keo
31.0,US0233,Peih-Gee,3rd voted out,18.0,False,False,False,Ta Keo
31.0,US0023,Jeff,4th voted out,17.0,False,False,False,Ta Keo
31.0,US0295,Monica,5th voted out,16.0,False,False,False,Bayon
31.0,US0180,Terry,Withdrew,15.0,False,False,False,Ta Keo
31.0,US0423,Woo,6th voted out,14.0,False,False,False,Ta Keo
31.0,US0422,Kass,7th voted out,13.0,True,False,False,Bayon
31.0,US0105,Andrew,8th voted out,12.0,True,False,False,Bayon
31.0,US0015,Kelly,9th voted out,11.0,True,False,False,Ta Keo
31.0,US0406,Ciera,10th voted out,10.0,True,False,False,Bayon
31.0,US0280,Stephen,11th voted out,9.0,True,False,False,Bayon
31.0,US0451,Joe,12th voted out,8.0,True,False,False,Bayon
31.0,US0383,Abi-Maria,13th voted out,7.0,True,False,False,Ta Keo
31.0,US0021,Kimmi,14th voted out,6.0,True,False,False,Bayon
31.0,US0439,Keith,15th voted out,5.0,True,False,False,Bayon
31.0,US0429,Kelley,16th voted out,4.0,True,False,False,Ta Keo
31.0,US0421,Spencer,Runner-up,3.0,False,True,False,Ta Keo
31.0,US0419,Tasha,Runner-up,2.0,False,True,False,Bayon
31.0,US0433,Jeremy,Sole Survivor,1.0,False,True,True,Bayon
32.0,US0461,Darnell,1st voted out,18.0,False,False,False,To Tang
32.0,US0462,Jennifer,2nd voted out,17.0,False,False,False,To Tang
32.0,US0463,Liz,3rd voted out,16.0,False,False,False,Chan Loh
32.0,US0464,Caleb,Medically evacuated,15.0,False,False,False,Gondol
32.0,US0465,Alecia,4th voted out,14.0,False,False,False,To Tang
32.0,US0466,Anna,5th voted out,13.0,False,False,False,Gondol
32.0,US0467,Peter,6th voted out,12.0,False,False,False,Chan Loh
32.0,US0468,Neal,Medically evacuated,11.0,False,False,False,Chan Loh
32.0,US0469,Nick,7th voted out,10.0,True,False,False,Gondol
32.0,US0470,Debbie,8th voted out,9.0,True,False,False,Chan Loh
32.0,US0471,Scot,9th voted out,8.0,True,False,False,To Tang
32.0,US0472,Julia,10th voted out,7.0,True,False,False,Gondol
32.0,US0473,Jason,11th voted out,6.0,True,False,False,To Tang
32.0,US0474,Joe,Medically evacuated,5.0,True,False,False,Chan Loh
32.0,US0475,Cydney,Lost fire challenge,4.0,True,False,False,To Tang
32.0,US0476,Tai,2nd runner-up,3.0,False,True,False,Gondol
32.0,US0477,Aubry,Runner-up,2.0,False,True,False,Chan Loh
32.0,US0478,Michele,Sole Survivor,1.0,False,True,True,Gondol
33.0,US0479,Rachel,1st voted out,20.0,False,False,False,Takali
33.0,US0480,Mari,2nd voted out,19.0,False,False,False,Vanua
33.0,US0481,Paul,3rd voted out,18.0,False,False,False,Takali
33.0,US0482,Lucy,4th voted out,17.0,False,False,False,Takali
33.0,US0483,CeCe,5th voted out,16.0,False,False,False,Takali
33.0,US0484,Figgy,6th voted out,15.0,False,False,False,Vanua
33.0,US0485,Michaela,7th voted out,14.0,False,False,False,Vanua
33.0,US0486,Michelle,8th voted out,13.0,True,False,False,Vanua
33.0,US0487,Taylor,9th voted out,12.0,True,False,False,Vanua
33.0,US0488,Chris,10th voted out,11.0,True,False,False,Takali
33.0,US0489,Jessica,Eliminated,10.0,True,False,False,Takali
33.0,US0490,Zeke,12th voted out,9.0,True,False,False,Vanua
33.0,US0491,Will,13th voted out,8.0,True,False,False,Vanua
33.0,US0492,Sunday,14th voted out,7.0,True,False,False,Takali
33.0,US0493,Jay,15th voted out,6.0,True,False,False,Vanua
33.0,US0494,Bret,16th voted out,5.0,True,False,False,Takali
33.0,US0495,David,17th voted out,4.0,True,False,False,Takali
33.0,US0496,Hannah,Runner-up,3.0,False,True,False,Vanua
33.0,US0497,Ken,Runner-up,2.0,False,True,False,Takali
33.0,US0498,Adam,Sole Survivor,1.0,False,True,True,Vanua
34.0,US0406,Ciera,1st voted out,20.0,False,False,False,Mana
34.0,US0424,Tony,2nd voted out,19.0,False,False,False,Mana
34.0,US0464,Caleb,3rd voted out,18.0,False,False,False,Mana
34.0,US0384,Malcolm,4th voted out,17.0,False,False,False,Mana
34.0,US0281,J.T.,5th voted out,16.0,False,False,False,Nuku
34.0,US0112,Sandra,6th voted out,15.0,False,False,False,Mana
34.0,US0023,Jeff,7th voted out,14.0,False,False,False,Mana
34.0,US0450,Hali,8th voted out,13.0,True,False,False,Mana
34.0,US0201,Ozzy,9th voted out,12.0,True,False,False,Nuku
34.0,US0470,Debbie,10th voted out,11.0,True,False,False,Nuku
34.0,US0490,Zeke,11th voted out,10.0,True,False,False,Nuku
34.0,US0456,Sierra,12th voted out,9.0,True,False,False,Nuku
34.0,US0333,Andrea,13th voted out,8.0,True,False,False,Nuku
34.0,US0485,Michaela,14th voted out,7.0,True,False,False,Mana
34.0,US0179,Cirie,Eliminated,6.0,True,False,False,Nuku
34.0,US0477,Aubry,15th voted out,5.0,True,False,False,Mana
34.0,US0476,Tai,16th voted out,4.0,True,False,False,Nuku
34.0,US0364,Troyzan,2nd runner-up,3.0,False,True,False,Mana
34.0,US0401,Brad,Runner-up,2.0,False,True,False,Nuku
34.0,US0414,Sarah,Sole Survivor,1.0,False,True,True,Nuku
35.0,US0499,Katrina,1st voted out,18.0,False,False,False,Levu
35.0,US0500,Simone,2nd voted out,17.0,False,False,False,Yawa
35.0,US0501,Patrick,3rd voted out,16.0,False,False,False,Yawa
35.0,US0502,Alan,4th voted out,15.0,False,False,False,Levu
35.0,US0503,Roark,5th voted out,14.0,False,False,False,Soko
35.0,US0504,Ali,6th voted out,13.0,False,False,False,Yawa
35.0,US0505,Jessica,7th voted out,12.0,False,False,False,Soko
35.0,US0506,Desi,8th voted out,11.0,True,False,False,Soko
35.0,US0507,Cole,9th voted out,10.0,True,False,False,Soko
35.0,US0508,JP,10th voted out,9.0,True,False,False,Levu
35.0,US0509,Joe,11th voted out,8.0,True,False,False,Soko
35.0,US0510,Lauren,12th voted out,7.0,True,False,False,Yawa
35.0,US0511,Ashley,13th voted out,6.0,True,False,False,Levu
35.0,US0512,Mike,14th voted out,5.0,True,False,False,Soko
35.0,US0513,Devon,Lost final 4 fire challenge,4.0,True,False,False,Yawa
35.0,US0514,Ryan,2nd runner-up,3.0,False,True,False,Yawa
35.0,US0515,Chrissy,Runner-up,2.0,False,True,False,Levu
35.0,US0516,Ben,Sole Survivor,1.0,False,True,True,Levu
36.0,US0517,Gonzalez,1st voted out,20.0,False,False,False,Malolo
36.0,US0518,Jacob,2nd voted out,19.0,False,False,False,Malolo
36.0,US0519,Morgan,3rd voted out,18.0,False,False,False,Naviti
36.0,US0520,Brendan,4th voted out,17.0,False,False,False,Malolo
36.0,US0521,Stephanie,5th voted out,16.0,False,False,False,Malolo
36.0,US0522,James,6th voted out,15.0,False,False,False,Malolo
36.0,US0523,Bradley,7th voted out,14.0,False,False,False,Naviti
36.0,US0524,Chris,8th voted out,13.0,True,False,False,Naviti
36.0,US0525,Libby,9th voted out,12.0,True,False,False,Malolo
36.0,US0526,Desiree,10th voted out,11.0,True,False,False,Naviti
36.0,US0527,Jenna,11th voted out,10.0,True,False,False,Malolo
36.0,US0528,Michael,12th voted out,9.0,True,False,False,Malolo
36.0,US0529,Chelsea,13th voted out,8.0,True,False,False,Naviti
36.0,US0530,Kellyn,14th voted out,7.0,True,False,False,Naviti
36.0,US0531,Sebastian,15th voted out,6.0,True,False,False,Naviti
36.0,US0532,Donathan,16th voted out,5.0,True,False,False,Malolo
36.0,US0533,Angela,Lost final 4 fire challenge,4.0,True,False,False,Naviti
36.0,US0534,Laurel,2nd runner-up,3.0,True,True,False,Malolo
36.0,US0535,Domenick,Runner-up,2.0,False,True,False,Naviti
36.0,US0536,Wendell,Sole Survivor,1.0,False,True,True,Naviti
37.0,US0537,Pat,Medically evacuated,20.0,False,False,False,David
37.0,US0538,Jessica,1st voted out,19.0,False,False,False,David
37.0,US0539,Jeremy,2nd voted out,18.0,False,False,False,Goliath
37.0,US0540,Bi,Quit,17.0,False,False,False,David
37.0,US0541,Natalia,3rd voted out,16.0,False,False,False,Goliath
37.0,US0542,Natalie,4th voted out,15.0,False,False,False,Goliath
37.0,US0543,Lyrsa,5th voted out,14.0,False,False,False,David
37.0,US0544,Elizabeth,6th voted out,13.0,True,False,False,David
37.0,US0545,John,7th voted out,12.0,True,False,False,Goliath
37.0,US0546,Dan,8th voted out,11.0,True,False,False,Goliath
37.0,US0547,Alec,9th voted out,10.0,True,False,False,Goliath
37.0,US0548,Carl,10th voted out,9.0,True,False,False,David
37.0,US0549,Gabby,11th voted out,8.0,True,False,False,David
37.0,US0550,Christian,12th voted out,7.0,True,False,False,David
37.0,US0551,Davie,13th voted out,6.0,True,False,False,David
37.0,US0552,Alison,14th voted out,5.0,True,False,False,Goliath
37.0,US0553,Kara,Lost final 4 fire challenge,4.0,True,False,False,Goliath
37.0,US0554,Angelina,2nd runner-up,3.0,False,True,False,Goliath
37.0,US0555,Mike,Runner-up,2.0,False,True,False,Goliath
37.0,US0556,Nick,Sole Survivor,1.0,False,True,True,David
38.0,US0557,Reem,1st voted out,18.0,True,False,False,Manu
38.0,US0558,Keith,2nd voted out; Quit EoE,17.0,False,False,False,Manu
38.0,US0559,Chris,3rd voted out,,False,False,False,Manu
38.0,US0560,Rick,4th voted out,,False,False,False,Manu
38.0,US0477,Aubry,5th voted out,16.0,True,False,False,Kama
38.0,US0561,Wendy,6th voted out; Quit EoE,15.0,False,False,False,Manu
38.0,US0451,Joe,7th voted out,14.0,True,False,False,Kama
38.0,US0562,Eric,8th voted out,13.0,True,False,False,Kama
38.0,US0563,Julia,9th voted out,12.0,True,False,False,Kama
38.0,US0495,David,10th voted out,11.0,True,False,False,Manu
38.0,US0429,Kelley,11th voted out,10.0,True,False,False,Manu
38.0,US0564,Wardog,12th voted out,9.0,True,False,False,Manu
38.0,US0565,Ron,13th voted out,8.0,True,False,False,Kama
38.0,US0566,Aurora,14th voted out,7.0,True,False,False,Kama
38.0,US0567,Victoria,15th voted out,6.0,True,False,False,Kama
38.0,US0568,Lauren,16th voted out,5.0,True,False,False,Manu
38.0,US0569,Julie,2nd runner-up,3.0,False,True,False,Kama
38.0,US0570,Gavin,Runner-up,2.0,False,True,False,Kama
39.0,US0571,Ronnie,1st voted out,20.0,False,False,False,Lairo
39.0,US0572,Molly,2nd voted out,19.0,False,False,False,Vokai
39.0,US0573,Vince,3rd voted out,18.0,False,False,False,Lairo
39.0,US0574,Chelsea,4th voted out,17.0,False,False,False,Lairo
39.0,US0575,Tom,5th voted out,16.0,False,False,False,Lairo
39.0,US0576,Jason,6th voted out,15.0,False,False,False,Vokai
39.0,US0577,Jack,7th voted out,14.0,True,False,False,Vokai
39.0,US0578,Kellee,8th voted out,13.0,True,False,False,Vokai
39.0,US0579,Jamal,9th voted out,12.0,True,False,False,Vokai
39.0,US0580,Aaron,10th voted out,11.0,True,False,False,Lairo
39.0,US0581,Missy,11th voted out,10.0,True,False,False,Lairo
39.0,US0582,Elizabeth,12th voted out,9.0,True,False,False,Lairo
39.0,US0583,Karishma,13th voted out,8.0,True,False,False,Lairo
39.0,US0584,Elaine,14th voted out,7.0,True,False,False,Lairo
39.0,US0585,Dan,Ejected,6.0,False,False,False,Vokai
39.0,US0586,Janet,15th voted out,5.0,True,False,False,Vokai
39.0,US0587,Lauren,Lost final 4 fire challenge,4.0,True,False,False,Vokai
39.0,US0588,Noura,2nd runner-up,3.0,False,True,False,Vokai
39.0,US0589,Dean,Runner-up,2.0,False,True,False,Lairo
39.0,US0590,Tommy,Sole Survivor,1.0,False,True,True,Vokai
40.0,US0442,Natalie,1st voted out,,False,False,False,Sele
40.0,US0027,Amber,2nd voted out,20.0,True,False,False,Dakal
40.0,US0166,Danni,3rd voted out,19.0,True,False,False,Sele
40.0,US0048,Ethan,4th voted out,18.0,True,False,False,Sele
40.0,US0274,Tyson,5th voted out,,False,False,False,Dakal
40.0,US0055,Boston Rob,6th voted out,17.0,True,False,False,Sele
40.0,US0197,Parvati,7th voted out,16.0,True,False,False,Sele
40.0,US0112,Sandra,8th voted out; Quit EoE,15.0,False,False,False,Dakal
40.0,US0202,Yul,9th voted out,14.0,True,False,False,Dakal
40.0,US0536,Wendell,10th voted out,13.0,True,False,False,Dakal
40.0,US0498,Adam,11th voted out,12.0,True,False,False,Sele
40.0,US0353,Sophie,13th voted out,10.0,True,False,False,Dakal
40.0,US0371,Kim,14th voted out,9.0,True,False,False,Dakal
40.0,US0433,Jeremy,15th voted out,8.0,True,False,False,Sele
40.0,US0556,Nick,16th voted out,7.0,True,False,False,Dakal
40.0,US0386,Denise,17th voted out,6.0,True,False,False,Sele
40.0,US0516,Ben,18th voted out,5.0,True,False,False,Sele
40.0,US0414,Sarah,Lost final 4 fire challenge,4.0,True,False,False,Dakal
40.0,US0478,Michele,2nd runner-up,3.0,False,True,False,Sele
40.0,US0424,Tony,Sole Survivor,1.0,False,True,True,Dakal
41.0,US0591,Abraham,1st voted out,18.0,False,False,False,Yase
41.0,US0592,Sara,2nd voted out,17.0,False,False,False,Ua
41.0,US0607,Voce,3rd voted out,16.0,False,False,False,Yase
41.0,US0602,Brad,4th voted out,15.0,False,False,False,Ua
41.0,US0603,JD,5th voted out,14.0,False,False,False,Ua
41.0,US0595,Genie,6th voted out,13.0,False,False,False,Ua
41.0,US0605,Sydney,7th voted out,12.0,False,False,False,Luvu
41.0,US0604,Tiffany,8th voted out,11.0,True,False,False,Yase
41.0,US0600,Naseer,9th voted out,10.0,True,False,False,Luvu
41.0,US0598,Evvie,10th voted out,9.0,True,False,False,Yase
41.0,US0606,Shan,11th voted out,8.0,True,False,False,Ua
41.0,US0608,Liana,12th voted out,7.0,True,False,False,Yase
41.0,US0599,Danny,13th voted out,6.0,True,False,False,Luvu
41.0,US0596,Ricard,14th voted out,5.0,True,False,False,Ua
41.0,US0593,Heather,Lost final 4 fire challenge,4.0,True,False,False,Luvu
41.0,US0597,Xander,2nd runner-up,3.0,False,True,False,Yase
41.0,US0601,Deshawn,Runner-up,2.0,False,True,False,Luvu
41.0,US0594,Erika,Sole Survivor,1.0,False,True,True,Luvu
42.0,US0613,Jackson,Medically evacuated,18.0,False,False,False,Taku
42.0,US0626,Zach,1st voted out,17.0,False,False,False,Ika
42.0,US0618,Marya,2nd voted out,16.0,False,False,False,Taku
42.0,US0614,Jenny,3rd voted out,15.0,False,False,False,Vati
42.0,US0624,Swati,4th voted out,14.0,False,False,False,Ika
42.0,US0610,Daniel,5th voted out,13.0,False,False,False,Vati
42.0,US0617,Lydia,6th voted out,12.0,False,False,False,Vati
42.0,US0609,Chanelle,7th voted out,11.0,True,False,False,Vati
42.0,US0622,Rocksroy,8th voted out,10.0,True,False,False,Ika
42.0,US0625,Tori,9th voted out,9.0,True,False,False,Ika
42.0,US0612,Hai,10th voted out,8.0,True,False,False,Vati
42.0,US0611,Drea,11th voted out,7.0,True,False,False,Ika
42.0,US0621,Omar,12th voted out,6.0,True,False,False,Taku
42.0,US0616,Lindsay,13th voted out,5.0,True,False,False,Taku
42.0,US0615,Jonathan,Lost final 4 fire challenge,4.0,True,False,False,Taku
42.0,US0623,Romeo,2nd runner-up,3.0,False,True,False,Ika
42.0,US0620,Mike,Runner-up,2.0,False,True,False,Vati
42.0,US0619,Maryanne,Sole Survivor,1.0,False,True,True,Taku
43.0,US0639,Morriah,1st voted out,18.0,False,False,False,Baka
43.0,US0635,Justine,2nd voted out,17.0,False,False,False,Vesi
43.0,US0640,Nneka,3rd voted out,16.0,False,False,False,Vesi
43.0,US0637,Lindsay,4th voted out,15.0,False,False,False,Coco
43.0,US0631,Geo,5th voted out,14.0,False,False,False,Coco
43.0,US0630,Elie,6th voted out,13.0,False,False,False,Baka
43.0,US0629,Dwight,7th voted out,12.0,False,False,False,Vesi
43.0,US0633,Jeanine,8th voted out,11.0,True,False,False,Baka
43.0,US0632,James,9th voted out,10.0,True,False,False,Coco
43.0,US0643,Ryan,10th voted out,9.0,True,False,False,Coco
43.0,US0641,Noelle,11th voted out,8.0,True,False,False,Vesi
43.0,US0644,Sami,12th voted out,7.0,True,False,False,Baka
43.0,US0628,Cody,13th voted out,6.0,True,False,False,Vesi
43.0,US0636,Karla,14th voted out,5.0,True,False,False,Coco
43.0,US0634,Jesse,Lost final 4 fire challenge,4.0,True,False,False,Vesi
43.0,US0642,Owen,2nd runner-up,3.0,False,True,False,Baka
43.0,US0627,Cassidy,Runner-up,2.0,False,True,False,Coco
43.0,US0638,Gabler,Sole Survivor,1.0,False,True,True,Baka
44.0,US0657,Bruce,Medically evacuated,18.0,False,False,False,Tika
44.0,US0649,Maddy,1st voted out,17.0,False,False,False,Ratu
44.0,US0660,Helen,2nd voted out,16.0,False,False,False,Tika
44.0,US0651,Claire,3rd voted out,15.0,False,False,False,Soka
44.0,US0661,Sarah,4th voted out,14.0,False,False,False,Tika
44.0,US0650,Matthew,Medically evacuated,13.0,False,False,False,Ratu
44.0,US0655,Josh,5th voted out,12.0,False,False,False,Soka
44.0,US0656,Matt,6th voted out,11.0,True,False,False,Soka
44.0,US0645,Brandon,7th voted out,10.0,True,False,False,Ratu
44.0,US0647,Kane,8th voted out,9.0,True,False,False,Ratu
44.0,US0653,Frannie,9th voted out,8.0,True,False,False,Soka
